action_type,mechanism_of_action,molecule_chembl_id,target_chembl_id
INHIBITOR,Dipeptidyl peptidase IV inhibitor,CHEMBL1201174,CHEMBL284
INHIBITOR,Dipeptidyl peptidase IV inhibitor,CHEMBL237500,CHEMBL284
INHIBITOR,Dipeptidyl peptidase IV inhibitor,CHEMBL1201743,CHEMBL284
PARTIAL AGONIST,Serotonin 1a (5-HT1a) receptor partial agonist,CHEMBL1200399,CHEMBL214
AGONIST,Serotonin 1a (5-HT1a) receptor agonist,CHEMBL2311030,CHEMBL214
PARTIAL AGONIST,Serotonin 1a (5-HT1a) receptor partial agonist,CHEMBL1200938,CHEMBL214
PARTIAL AGONIST,Serotonin 1a (5-HT1a) receptor partial agonist,CHEMBL1112,CHEMBL214
PARTIAL AGONIST,Serotonin 1a (5-HT1a) receptor partial agonist,CHEMBL1615374,CHEMBL214
MODULATOR,Cyclophilin A modulator,CHEMBL160,CHEMBL1949
ACTIVATOR,Antithrombin-III activator,CHEMBL1201414,CHEMBL1950
ACTIVATOR,Antithrombin-III activator,CHEMBL1201476,CHEMBL1950
ACTIVATOR,Antithrombin-III activator,CHEMBL1201460,CHEMBL1950
ACTIVATOR,Antithrombin-III activator,CHEMBL1201534,CHEMBL1950
ACTIVATOR,Antithrombin-III activator,CHEMBL1201657,CHEMBL1950
ACTIVATOR,Antithrombin-III activator,CHEMBL1201513,CHEMBL1950
ACTIVATOR,Antithrombin-III activator,CHEMBL1201448,CHEMBL1950
ACTIVATOR,Antithrombin-III activator,CHEMBL1200644,CHEMBL1950
INHIBITOR,Thymidylate synthase inhibitor,CHEMBL917,CHEMBL1952
INHIBITOR,Thymidylate synthase inhibitor,CHEMBL2360464,CHEMBL1952
INHIBITOR,Thymidylate synthase inhibitor,CHEMBL1773,CHEMBL1952
INHIBITOR,Thymidylate synthase inhibitor,CHEMBL185,CHEMBL1952
AGONIST,Insulin-like growth factor I receptor agonist,CHEMBL1201717,CHEMBL1957
AGONIST,Insulin-like growth factor I receptor agonist,CHEMBL1201716,CHEMBL1957
ANTAGONIST,Interleukin-1 receptor antagonist,CHEMBL1201570,CHEMBL1959
AGONIST,Thyroid stimulating hormone receptor agonist,CHEMBL1201533,CHEMBL1963
AGONIST,Thyroid stimulating hormone receptor agonist,CHEMBL1201532,CHEMBL1963
AGONIST,Melanocortin receptor 2 agonist,CHEMBL1201610,CHEMBL1965
AGONIST,Melanocortin receptor 2 agonist,CHEMBL1201609,CHEMBL1965
AGONIST,Melanocortin receptor 2 agonist,CHEMBL2103784,CHEMBL1965
AGONIST,Melanocortin receptor 2 agonist,CHEMBL1201489,CHEMBL1965
INHIBITOR,Dihydroorotate dehydrogenase inhibitor,CHEMBL960,CHEMBL1966
INHIBITOR,Dihydroorotate dehydrogenase inhibitor,CHEMBL973,CHEMBL1966
INHIBITOR,Tyrosine 3-hydroxylase inhibitor,CHEMBL1200862,CHEMBL1969
BLOCKER,HERG blocker,CHEMBL473,CHEMBL240
BLOCKER,HERG blocker,CHEMBL2355456,CHEMBL240
BLOCKER,HERG blocker,CHEMBL1083993,CHEMBL240
BLOCKER,HERG blocker,CHEMBL1700,CHEMBL240
ANTAGONIST,Glutamate [NMDA] receptor subunit epsilon 1 antagonist,CHEMBL1201461,CHEMBL1972
ANTAGONIST,Glutamate [NMDA] receptor subunit epsilon 1 antagonist,CHEMBL1256818,CHEMBL1972
INHIBITOR,Tyrosinase inhibitor,CHEMBL1388,CHEMBL1973
INHIBITOR,Tyrosinase inhibitor,CHEMBL544,CHEMBL1973
INHIBITOR,Tyrosine-protein kinase receptor FLT3 inhibitor,CHEMBL1200485,CHEMBL1974
INHIBITOR,Tyrosine-protein kinase receptor FLT3 inhibitor,CHEMBL1567,CHEMBL1974
AGONIST,Growth hormone receptor agonist,CHEMBL1201620,CHEMBL1976
AGONIST,Growth hormone receptor agonist,CHEMBL1201621,CHEMBL1976
ANTAGONIST,Growth hormone receptor antagonist,CHEMBL1201515,CHEMBL1976
AGONIST,Vitamin D receptor agonist,CHEMBL1042,CHEMBL1977
AGONIST,Vitamin D receptor agonist,CHEMBL1536,CHEMBL1977
AGONIST,Vitamin D receptor agonist,CHEMBL1200666,CHEMBL1977
AGONIST,Vitamin D receptor agonist,CHEMBL1200622,CHEMBL1977
AGONIST,Vitamin D receptor agonist,CHEMBL846,CHEMBL1977
AGONIST,Vitamin D receptor agonist,CHEMBL3544909,CHEMBL1977
AGONIST,Vitamin D receptor agonist,CHEMBL1200810,CHEMBL1977
INHIBITOR,Cytochrome P450 19A1 inhibitor,CHEMBL1571,CHEMBL1978
INHIBITOR,Cytochrome P450 19A1 inhibitor,CHEMBL1399,CHEMBL1978
INHIBITOR,Cytochrome P450 19A1 inhibitor,CHEMBL1444,CHEMBL1978
INHIBITOR,Cytochrome P450 19A1 inhibitor,CHEMBL1200374,CHEMBL1978
INHIBITOR,Cytochrome P450 19A1 inhibitor,CHEMBL488,CHEMBL1978
BLOCKER,Sodium channel protein type V alpha subunit blocker,CHEMBL1200822,CHEMBL1980
BLOCKER,Sodium channel protein type V alpha subunit blocker,CHEMBL1200612,CHEMBL1980
BLOCKER,Sodium channel protein type V alpha subunit blocker,CHEMBL1404,CHEMBL1980
AGONIST,Insulin receptor agonist,CHEMBL1201540,CHEMBL1981
AGONIST,Insulin receptor agonist,CHEMBL1201629,CHEMBL1981
AGONIST,Insulin receptor agonist,CHEMBL1201644,CHEMBL1981
AGONIST,Insulin receptor agonist,CHEMBL1201631,CHEMBL1981
AGONIST,Insulin receptor agonist,CHEMBL1201630,CHEMBL1981
AGONIST,Insulin receptor agonist,CHEMBL1201545,CHEMBL1981
AGONIST,Insulin receptor agonist,CHEMBL1201611,CHEMBL1981
AGONIST,Insulin receptor agonist,CHEMBL1201538,CHEMBL1981
AGONIST,Insulin receptor agonist,CHEMBL1201613,CHEMBL1981
AGONIST,Insulin receptor agonist,CHEMBL1201497,CHEMBL1981
AGONIST,Insulin receptor agonist,CHEMBL1201539,CHEMBL1981
AGONIST,Insulin receptor agonist,CHEMBL1201627,CHEMBL1981
AGONIST,Insulin receptor agonist,CHEMBL1201496,CHEMBL1981
AGONIST,Insulin receptor agonist,CHEMBL1201664,CHEMBL1981
AGONIST,Insulin receptor agonist,CHEMBL2104391,CHEMBL1981
INHIBITOR,Isoleucyl-tRNA synthetase inhibitor,CHEMBL719,CHEMBL1982
INHIBITOR,Isoleucyl-tRNA synthetase inhibitor,CHEMBL3989715,CHEMBL1982
AGONIST,Serotonin 1d (5-HT1d) receptor agonist,CHEMBL1200517,CHEMBL1983
AGONIST,Serotonin 1d (5-HT1d) receptor agonist,CHEMBL2448612,CHEMBL1983
AGONIST,Serotonin 1d (5-HT1d) receptor agonist,CHEMBL1201003,CHEMBL1983
AGONIST,Serotonin 1d (5-HT1d) receptor agonist,CHEMBL1200601,CHEMBL1983
AGONIST,Serotonin 1d (5-HT1d) receptor agonist,CHEMBL1185,CHEMBL1983
AGONIST,Serotonin 1d (5-HT1d) receptor agonist,CHEMBL1200521,CHEMBL1983
AGONIST,Serotonin 1d (5-HT1d) receptor agonist,CHEMBL2138684,CHEMBL1983
AGONIST,Serotonin 1d (5-HT1d) receptor agonist,CHEMBL1201032,CHEMBL1983
AGONIST,Serotonin 1d (5-HT1d) receptor agonist,CHEMBL1201150,CHEMBL1983
AGONIST,Serotonin 1d (5-HT1d) receptor agonist,CHEMBL128,CHEMBL1983
ANTAGONIST,Serotonin 2a (5-HT2a) receptor antagonist,CHEMBL831,CHEMBL224
ANTAGONIST,Serotonin 2a (5-HT2a) receptor antagonist,CHEMBL908,CHEMBL224
ANTAGONIST,Serotonin 2a (5-HT2a) receptor antagonist,CHEMBL1713,CHEMBL224
ANTAGONIST,Serotonin 2a (5-HT2a) receptor antagonist,CHEMBL42,CHEMBL224
ANTAGONIST,Serotonin 2a (5-HT2a) receptor antagonist,CHEMBL1200636,CHEMBL224
ANTAGONIST,Serotonin 2a (5-HT2a) receptor antagonist,CHEMBL71,CHEMBL224
ANTAGONIST,Serotonin 2a (5-HT2a) receptor antagonist,CHEMBL1200798,CHEMBL224
ANTAGONIST,Serotonin 2a (5-HT2a) receptor antagonist,CHEMBL2358147,CHEMBL224
ANTAGONIST,Serotonin 2a (5-HT2a) receptor antagonist,CHEMBL1108,CHEMBL224
ANTAGONIST,Serotonin 2a (5-HT2a) receptor antagonist,CHEMBL1112,CHEMBL224
ANTAGONIST,Serotonin 2a (5-HT2a) receptor antagonist,CHEMBL3544974,CHEMBL224
ANTAGONIST,Serotonin 2a (5-HT2a) receptor antagonist,CHEMBL1201060,CHEMBL224
ANTAGONIST,Serotonin 2a (5-HT2a) receptor antagonist,CHEMBL1201155,CHEMBL224
ANTAGONIST,Serotonin 2a (5-HT2a) receptor antagonist,CHEMBL1615372,CHEMBL224
ANTAGONIST,Serotonin 2a (5-HT2a) receptor antagonist,CHEMBL1201052,CHEMBL224
ANTAGONIST,Serotonin 2a (5-HT2a) receptor antagonist,CHEMBL654,CHEMBL224
ANTAGONIST,Serotonin 2a (5-HT2a) receptor antagonist,CHEMBL1200419,CHEMBL224
ANTAGONIST,Serotonin 2a (5-HT2a) receptor antagonist,CHEMBL1200492,CHEMBL224
ANTAGONIST,Serotonin 2a (5-HT2a) receptor antagonist,CHEMBL715,CHEMBL224
ANTAGONIST,Serotonin 2a (5-HT2a) receptor antagonist,CHEMBL3989694,CHEMBL224
ANTAGONIST,Serotonin 2a (5-HT2a) receptor antagonist,CHEMBL1621,CHEMBL224
ANTAGONIST,Serotonin 2a (5-HT2a) receptor antagonist,CHEMBL2107360,CHEMBL224
ANTAGONIST,Serotonin 2a (5-HT2a) receptor antagonist,CHEMBL1200469,CHEMBL224
ANTAGONIST,Serotonin 2a (5-HT2a) receptor antagonist,CHEMBL3188993,CHEMBL224
ANTAGONIST,Serotonin 2a (5-HT2a) receptor antagonist,CHEMBL1423,CHEMBL224
ANTAGONIST,Serotonin 2a (5-HT2a) receptor antagonist,CHEMBL85,CHEMBL224
ANTAGONIST,Serotonin 2a (5-HT2a) receptor antagonist,CHEMBL54,CHEMBL224
ANTAGONIST,Serotonin 2a (5-HT2a) receptor antagonist,CHEMBL1200986,CHEMBL224
ANTAGONIST,Serotonin 2a (5-HT2a) receptor antagonist,CHEMBL4297147,CHEMBL224
ANTAGONIST,Serotonin 2a (5-HT2a) receptor antagonist,CHEMBL14376,CHEMBL224
ANTAGONIST,Serotonin 2a (5-HT2a) receptor antagonist,CHEMBL479,CHEMBL224
ANTAGONIST,Serotonin 2a (5-HT2a) receptor antagonist,CHEMBL1200916,CHEMBL224
ANTAGONIST,Serotonin 2a (5-HT2a) receptor antagonist,CHEMBL1201,CHEMBL224
ANTAGONIST,Serotonin 2a (5-HT2a) receptor antagonist,CHEMBL3989824,CHEMBL224
ANTAGONIST,Serotonin 2a (5-HT2a) receptor antagonist,CHEMBL1257040,CHEMBL224
ANTAGONIST,Serotonin 2a (5-HT2a) receptor antagonist,CHEMBL1200948,CHEMBL224
ANTAGONIST,Serotonin 2a (5-HT2a) receptor antagonist,CHEMBL1375743,CHEMBL224
ANTAGONIST,Serotonin 2a (5-HT2a) receptor antagonist,CHEMBL3989833,CHEMBL224
ANTAGONIST,Serotonin 2c (5-HT2c) receptor antagonist,CHEMBL831,CHEMBL225
AGONIST,Serotonin 2c (5-HT2c) receptor agonist,CHEMBL2095211,CHEMBL225
ANTAGONIST,Serotonin 2c (5-HT2c) receptor antagonist,CHEMBL1200426,CHEMBL225
ANTAGONIST,Serotonin 2c (5-HT2c) receptor antagonist,CHEMBL1200938,CHEMBL225
ANTAGONIST,Serotonin 2c (5-HT2c) receptor antagonist,CHEMBL654,CHEMBL225
ANTAGONIST,Serotonin 2c (5-HT2c) receptor antagonist,CHEMBL1200492,CHEMBL225
ANTAGONIST,Serotonin 2c (5-HT2c) receptor antagonist,CHEMBL715,CHEMBL225
ANTAGONIST,Serotonin 2c (5-HT2c) receptor antagonist,CHEMBL3989694,CHEMBL225
ANTAGONIST,Serotonin 2c (5-HT2c) receptor antagonist,CHEMBL3188993,CHEMBL225
ANTAGONIST,Serotonin 2c (5-HT2c) receptor antagonist,CHEMBL85,CHEMBL225
ANTAGONIST,Serotonin 2c (5-HT2c) receptor antagonist,CHEMBL479,CHEMBL225
ANTAGONIST,Serotonin 2c (5-HT2c) receptor antagonist,CHEMBL1200916,CHEMBL225
ANTAGONIST,Serotonin 2c (5-HT2c) receptor antagonist,CHEMBL1200798,CHEMBL225
ANTAGONIST,Serotonin 2c (5-HT2c) receptor antagonist,CHEMBL1257040,CHEMBL225
ANTAGONIST,Serotonin 2c (5-HT2c) receptor antagonist,CHEMBL1200948,CHEMBL225
ANTAGONIST,Serotonin 2c (5-HT2c) receptor antagonist,CHEMBL1375743,CHEMBL225
ANTAGONIST,Serotonin 2c (5-HT2c) receptor antagonist,CHEMBL3989833,CHEMBL225
ANTAGONIST,Serotonin 2c (5-HT2c) receptor antagonist,CHEMBL2358147,CHEMBL225
ANTAGONIST,Serotonin 2c (5-HT2c) receptor antagonist,CHEMBL908,CHEMBL225
ANTAGONIST,Serotonin 2c (5-HT2c) receptor antagonist,CHEMBL1200636,CHEMBL225
ANTAGONIST,Serotonin 2c (5-HT2c) receptor antagonist,CHEMBL1201155,CHEMBL225
ANTAGONIST,Serotonin 2c (5-HT2c) receptor antagonist,CHEMBL1201060,CHEMBL225
INHIBITOR,UDP-N-acetylglucosamine 1-carboxyvinyltransferase inhibitor,CHEMBL1200331,CHEMBL1984
AGONIST,Glucagon receptor agonist,CHEMBL5314342,CHEMBL1985
AGONIST,Glucagon receptor agonist,CHEMBL5314341,CHEMBL1985
INHIBITOR,Renin inhibitor,CHEMBL3545059,CHEMBL286
AGONIST,Prostanoid FP receptor agonist,CHEMBL1963683,CHEMBL1987
AGONIST,Prostanoid FP receptor agonist,CHEMBL1051,CHEMBL1987
AGONIST,Prostanoid FP receptor agonist,CHEMBL1200799,CHEMBL1987
AGONIST,Prostanoid FP receptor agonist,CHEMBL1200896,CHEMBL1987
AGONIST,Prostanoid FP receptor agonist,CHEMBL1200963,CHEMBL1987
AGONIST,Prostanoid FP receptor agonist,CHEMBL1237105,CHEMBL1987
MODULATOR,Estrogen receptor beta modulator,CHEMBL1200721,CHEMBL242
MODULATOR,Estrogen receptor beta modulator,CHEMBL1200761,CHEMBL242
MODULATOR,Estrogen receptor beta modulator,CHEMBL1116,CHEMBL242
AGONIST,Atrial natriuretic peptide receptor A agonist,CHEMBL1201668,CHEMBL1988
INHIBITOR,Renal dipeptidase inhibitor,CHEMBL1201057,CHEMBL1989
INHIBITOR,DNA (cytosine-5)-methyltransferase 3A inhibitor,CHEMBL1489,CHEMBL1992
INHIBITOR,DNA (cytosine-5)-methyltransferase 3A inhibitor,CHEMBL1201129,CHEMBL1992
INHIBITOR,DNA (cytosine-5)-methyltransferase 1 inhibitor,CHEMBL1489,CHEMBL1993
INHIBITOR,DNA (cytosine-5)-methyltransferase 1 inhibitor,CHEMBL1201129,CHEMBL1993
ANTAGONIST,Mineralocorticoid receptor antagonist,CHEMBL1095097,CHEMBL1994
AGONIST,Mineralocorticoid receptor agonist,CHEMBL1200542,CHEMBL1994
AGONIST,Mineralocorticoid receptor agonist,CHEMBL1201010,CHEMBL1994
ANTAGONIST,Mineralocorticoid receptor antagonist,CHEMBL1393,CHEMBL1994
AGONIST,Mineralocorticoid receptor agonist,CHEMBL1200592,CHEMBL1994
ANTAGONIST,Mineralocorticoid receptor antagonist,CHEMBL1509,CHEMBL1994
ANTAGONIST,Mineralocorticoid receptor antagonist,CHEMBL1428,CHEMBL1994
ANTAGONIST,Mineralocorticoid receptor antagonist,CHEMBL1480,CHEMBL1994
AGONIST,Prostanoid IP receptor agonist,CHEMBL1237119,CHEMBL1995
AGONIST,Prostanoid IP receptor agonist,CHEMBL494,CHEMBL1995
AGONIST,Prostanoid IP receptor agonist,CHEMBL962,CHEMBL1995
AGONIST,Adenosine A2a receptor agonist,CHEMBL3989695,CHEMBL251
